Handle,ObjType,Content,Layer,Extra,Label
B13FFD,BlockReference,L-SECLBL,L-SECLBL,0.99947305,True
B14193,BlockReference,L-SECLBL,L-SECLBL,0.99947305,True
B15504,MText,Theoretic Government Road Allowance (Correction Line),L-ROAD-T,9.994730499999804,True
B15B48,BlockReference,L-SECLBL,L-SECLBL,0.99947305,True
B15CDE,BlockReference,GAS,ABADATA-DRILL-T,4.999999999999956,True
B15CE2,MText,Paramount 14-28,ABADATA-DRILL-T,9.999999999999911,True
B15CE7,BlockReference,GABD,ABADATA-DRILL-T,4.999999999999956,True
B15CE8,MText,8-28 (Abd.),ABADATA-DRILL-T,9.999999999999911,True
B15CE9,BlockReference,GABD,ABADATA-DRILL-T,4.999999999999956,True
B15CEA,MText,6-33 (Abd.),ABADATA-DRILL-T,9.999999999999911,True
B15CEB,BlockReference,GABD,ABADATA-DRILL-T,4.999999999999956,True
B15CEC,MText,102/6-33 (Abd.),ABADATA-DRILL-T,9.999999999999911,True
B15E71,BlockReference,GAS,ABADATA-DRILL-T,4.999999999999956,True
B15E72,MText,Paramount 12-33,ABADATA-DRILL-T,9.999999999999911,True
B15E73,BlockReference,GAS,ABADATA-DRILL-T,4.999999999999956,True
B15E74,MText,Paramount 15-32,ABADATA-DRILL-T,9.999999999999911,True
B15E77,BlockReference,GABD,ABADATA-DRILL-T,4.999999999999956,True
B15E78,MText,2-31 (Abd.),ABADATA-DRILL-T,9.999999999999911,True
B15E79,BlockReference,GAS,ABADATA-DRILL-T,4.999999999999956,True
B15E7A,MText,Canlin 5-31,ABADATA-DRILL-T,9.999999999999911,True
B15F2C,BlockReference,BH-Existing,ABADATA-DRILL-T,9.999999999999801,True
B15F34,BlockReference,BH-Existing,ABADATA-DRILL-T,9.999999999999801,True
B15F35,MText,Veren 103/5-31 (HZ),ABADATA-DRILL-T,9.999999999999911,True
B15F36,MText,Veren 102/5-31 (HZ),ABADATA-DRILL-T,9.999999999999911,True
B1633C,MText,Theoretic Government Road Allowance (Correction Line),L-ROAD-T,9.994730499999804,True
B165F9,BlockReference,L-SECLBL,L-SECLBL,0.99947305,True
B16B6C,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B16B72,MText,TWP. 62,D-TXT,55.97049079999929,True
B16B73,MText,TWP. 63,D-TXT,55.97049079999929,True
B16B77,BlockReference,WC,L-MON,19.989460999999835,True
B16B78,BlockReference,WC,L-MON,19.989460999999835,True
B16B79,BlockReference,WC,L-MON,19.989460999999835,True
B16B7A,BlockReference,WC,L-MON,19.989460999999835,True
B16BDE,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B16BE4,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B16BEA,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B16BF0,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B16BF6,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B16C39,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B16C3F,BlockReference,GAS,ABADATA-DRILL-T,19.99999999999983,True
B16C40,MText,Paramount 14-28,ABADATA-DRILL-T,39.99999999999966,True
B16C41,BlockReference,GABD,ABADATA-DRILL-T,19.99999999999983,True
B16C42,MText,8-28 (Abd.),ABADATA-DRILL-T,39.99999999999966,True
B16C43,BlockReference,GABD,ABADATA-DRILL-T,19.99999999999983,True
B16C44,MText,6-33 (Abd.),ABADATA-DRILL-T,39.99999999999966,True
B16C45,BlockReference,GABD,ABADATA-DRILL-T,19.99999999999983,True
B16C46,MText,102/6-33 (Abd.),ABADATA-DRILL-T,39.99999999999966,True
B16C47,BlockReference,GAS,ABADATA-DRILL-T,19.99999999999983,True
B16C48,MText,Paramount 12-33,ABADATA-DRILL-T,39.99999999999966,True
B16C49,BlockReference,GAS,ABADATA-DRILL-T,19.99999999999983,True
B16C4A,MText,Paramount 15-32,ABADATA-DRILL-T,39.99999999999966,True
B16C4B,BlockReference,GABD,ABADATA-DRILL-T,19.99999999999983,True
B16C4C,MText,2-31 (Abd.),ABADATA-DRILL-T,39.99999999999966,True
B16C4D,BlockReference,GAS,ABADATA-DRILL-T,19.989460999999835,True
B16C4E,MText,Canlin 5-31,ABADATA-DRILL-T,39.99999999999966,True
B16C4F,BlockReference,BH-Existing,ABADATA-DRILL-T,19.989460999999835,True
B16C50,BlockReference,BH-Existing,ABADATA-DRILL-T,19.989460999999835,True
B16C51,MText,Veren 103/5-31 (HZ),ABADATA-DRILL-T,39.99999999999966,True
B16C52,MText,Veren 102/5-31 (HZ),ABADATA-DRILL-T,39.99999999999966,True
B16C53,MText,TWP. 62,D-TXT,55.97049079999929,True
B16C54,MText,TWP. 63,D-TXT,55.97049079999929,True
B16C59,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B16F4B,BlockReference,plbh,L-MON,19.989460999999835,True
B16F4C,BlockReference,plbh,L-MON,19.989460999999835,True
B16F4D,BlockReference,plbh,L-MON,19.989460999999835,True
B16F4E,BlockReference,plbh,L-MON,19.989460999999835,True
B16F4F,BlockReference,plbh,L-MON,19.989460999999835,True
B16F50,BlockReference,plbh,L-MON,19.989460999999835,True
B16F51,BlockReference,plbh,L-MON,19.989460999999835,True
B16F52,BlockReference,plbh,L-MON,19.989460999999835,True
B1746C,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B17603,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B17604,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B17605,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B17606,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B17607,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B17608,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B1785C,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B17862,MText,TWP. 62,D-TXT,55.97049079999929,True
B17863,MText,TWP. 63,D-TXT,55.97049079999929,True
B178C8,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B178CE,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B178D4,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B17929,BlockReference,GABD,ABADATA-DRILL-T,19.99999999999983,True
B1792A,MText,2-31 (Abd.),ABADATA-DRILL-T,39.99999999999966,True
B1792B,BlockReference,GAS,ABADATA-DRILL-T,19.989460999999835,True
B1792C,MText,Canlin 5-31,ABADATA-DRILL-T,39.99999999999966,True
B1792D,BlockReference,BH-Existing,ABADATA-DRILL-T,19.989460999999835,True
B1792E,BlockReference,BH-Existing,ABADATA-DRILL-T,19.989460999999835,True
B1792F,MText,Veren 103/5-31 (HZ),ABADATA-DRILL-T,39.99999999999966,True
B17930,MText,Veren 102/5-31 (HZ),ABADATA-DRILL-T,39.99999999999966,True
B17942,BlockReference,plbh,L-MON,19.989460999999835,True
B17943,BlockReference,plbh,L-MON,19.989460999999835,True
B1794A,BlockReference,WC,L-MON,19.989460999999835,True
B1794B,BlockReference,WC,L-MON,19.989460999999835,True
B1794C,BlockReference,WC,L-MON,19.989460999999835,True
B1794D,BlockReference,WC,L-MON,19.989460999999835,True
B17957,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B17959,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B1795A,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B1795B,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B180A9,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B180AF,MText,TWP. 62,D-TXT,55.97049079999929,True
B180B0,MText,TWP. 63,D-TXT,55.97049079999929,True
B1810E,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B18114,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B1811A,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B18120,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B1818D,BlockReference,plbh,L-MON,19.989460999999835,True
B18190,BlockReference,plbh,L-MON,19.989460999999835,True
B18196,BlockReference,WC,L-MON,19.989460999999835,True
B18197,BlockReference,WC,L-MON,19.989460999999835,True
B18198,BlockReference,WC,L-MON,19.989460999999835,True
B18199,BlockReference,WC,L-MON,19.989460999999835,True
B181A3,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B181A5,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B181A7,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B181A8,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B1836A,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B18439,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B1843F,MText,TWP. 62,D-TXT,55.97049079999929,True
B18440,MText,TWP. 63,D-TXT,55.97049079999929,True
B1849E,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B184A4,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B184AA,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B184B0,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B184F9,BlockReference,GAS,ABADATA-DRILL-T,19.99999999999983,True
B184FA,MText,Paramount 14-28,ABADATA-DRILL-T,39.99999999999966,True
B184FB,BlockReference,GABD,ABADATA-DRILL-T,19.99999999999983,True
B184FC,MText,8-28 (Abd.),ABADATA-DRILL-T,39.99999999999966,True
B18503,BlockReference,GAS,ABADATA-DRILL-T,19.99999999999983,True
B18504,MText,Paramount 15-32,ABADATA-DRILL-T,39.99999999999966,True
B1850D,MText,TWP. 62,D-TXT,55.97049079999929,True
B1850E,MText,TWP. 63,D-TXT,55.97049079999929,True
B18511,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B1851C,BlockReference,plbh,L-MON,19.989460999999835,True
B18521,BlockReference,plbh,L-MON,19.989460999999835,True
B18526,BlockReference,WC,L-MON,19.989460999999835,True
B18527,BlockReference,WC,L-MON,19.989460999999835,True
B18528,BlockReference,WC,L-MON,19.989460999999835,True
B18529,BlockReference,WC,L-MON,19.989460999999835,True
B18533,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B18534,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B18535,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B18536,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B18537,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B18538,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B187A8,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B187AE,MText,TWP. 62,D-TXT,55.97049079999929,True
B187AF,MText,TWP. 63,D-TXT,55.97049079999929,True
B187FE,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B18804,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B18816,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B1883F,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B18845,BlockReference,GAS,ABADATA-DRILL-T,19.99999999999983,True
B18846,MText,Paramount 14-28,ABADATA-DRILL-T,39.99999999999966,True
B18847,BlockReference,GABD,ABADATA-DRILL-T,19.99999999999983,True
B18848,MText,8-28 (Abd.),ABADATA-DRILL-T,39.99999999999966,True
B18849,BlockReference,GABD,ABADATA-DRILL-T,19.99999999999983,True
B1884A,MText,6-33 (Abd.),ABADATA-DRILL-T,39.99999999999966,True
B1884B,BlockReference,GABD,ABADATA-DRILL-T,19.99999999999983,True
B1884C,MText,102/6-33 (Abd.),ABADATA-DRILL-T,39.99999999999966,True
B1884D,BlockReference,GAS,ABADATA-DRILL-T,19.99999999999983,True
B1884E,MText,Paramount 12-33,ABADATA-DRILL-T,39.99999999999966,True
B1884F,BlockReference,GAS,ABADATA-DRILL-T,19.99999999999983,True
B18850,MText,Paramount 15-32,ABADATA-DRILL-T,39.99999999999966,True
B18851,MText,TWP. 62,D-TXT,55.97049079999929,True
B18852,MText,TWP. 63,D-TXT,55.97049079999929,True
B18855,BlockReference,L-SECLBL,L-SECLBL,3.9978921999999693,True
B1885B,BlockReference,plbh,L-MON,19.989460999999835,True
B1885E,BlockReference,plbh,L-MON,19.989460999999835,True
B18862,BlockReference,WC,L-MON,19.989460999999835,True
B18863,BlockReference,WC,L-MON,19.989460999999835,True
B18864,BlockReference,WC,L-MON,19.989460999999835,True
B18865,BlockReference,WC,L-MON,19.989460999999835,True
B1886C,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B1886D,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B1886F,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B18871,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B18872,MText,100m GAS BUFFER,AS-TARGET-GAS,27.985245399999837,True
B1B1B9,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1BB,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1BD,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1BF,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1C1,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1C3,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1C5,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1C7,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1C9,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1CB,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1CD,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1CF,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1D1,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1D3,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1D5,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1D7,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1D9,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1DB,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1DD,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1DF,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1E1,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1E3,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1E5,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1E7,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1E9,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1B1EB,MText,UNSURVEYED TERRITORY,L-UNS-T,63.966275199998925,True
B1C936,BlockReference,*U73,L-BD,3.997892199999972,True
B1C96F,BlockReference,*U73,L-BD,3.997892199999972,True
B1C980,BlockReference,*U73,L-BD,3.997892199999972,True
B1C991,BlockReference,*U73,L-BD,3.997892199999972,True
B22DAB,MText,Wooded Coniferous Swamp,WETLAND-T,9.994730499999928,True
B22DAC,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B22F42,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B22F43,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B22F44,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B22F45,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B22F46,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B22F47,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B22F48,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B22F49,MText,10-20cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B22F89,MText,100m,AUX-BUFFER,9.994730499999928,True
B22F8B,MText,200m,AUX-BUFFER,9.994730499999928,True
B22F8E,BlockReference,GABD,ABADATA-DRILL-T,4.997365249999964,True
B22F8F,MText,2-25 (Abd.),ABADATA-DRILL-T,9.994730499999928,True
B23305,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B23306,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B23307,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B23308,MText,10cm Spruce & Pine,T-BUSH-T,9.994730499999928,True
B23560,MText,100m,AUX-BUFFER,9.994730499999928,True
B23569,BlockReference,GABD,ABADATA-DRILL-T,19.989460999999856,True
B2356A,MText,2-25 (Abd.),ABADATA-DRILL-T,39.97892199999971,True
B23573,BlockReference,GABD,ABADATA-DRILL-T,19.989460999999856,True
B23574,MText,2-25 (Abd.),ABADATA-DRILL-T,39.97892199999971,True
B2357D,BlockReference,GABD,ABADATA-DRILL-T,19.989460999999856,True
B2357E,MText,2-25 (Abd.),ABADATA-DRILL-T,39.97892199999971,True
B23587,BlockReference,GABD,ABADATA-DRILL-T,19.989460999999856,True
B23588,MText,2-25 (Abd.),ABADATA-DRILL-T,39.97892199999971,True
B23591,BlockReference,GABD,ABADATA-DRILL-T,19.989460999999856,True
B23592,MText,2-25 (Abd.),ABADATA-DRILL-T,39.97892199999971,True
B23598,MText,RGE. 18,D-TXT,55.970490799999716,True
B23599,MText,RGE. 17,D-TXT,55.970490799999716,True
B2372E,BlockReference,GAS,ABADATA-DRILL-T,4.999999999999956,True
B2372F,MText,Paramount 102/2-4,ABADATA-DRILL-T,9.999999999999911,True
B23731,BlockReference,GAS,ABADATA-DRILL-T,19.999999999999822,True
B23732,MText,Paramount 102/2-4,ABADATA-DRILL-T,39.999999999999645,True
B23734,MText,RGE. 18,D-TXT,55.970490799999716,True
B23735,MText,RGE. 17,D-TXT,55.970490799999716,True
B23736,BlockReference,GAS,ABADATA-DRILL-T,19.999999999999822,True
B23737,MText,Paramount 102/2-4,ABADATA-DRILL-T,39.999999999999645,True
B23739,BlockReference,GAS,ABADATA-DRILL-T,19.999999999999822,True
B2373A,MText,Paramount 102/2-4,ABADATA-DRILL-T,39.999999999999645,True
B23928,MText,Wooded Coniferous Swamp,WETLAND-T,9.994730499999928,True
B23929,MText,Wooded Coniferous Swamp,WETLAND-T,9.994730499999928,True
B2393B,MText,Intermittent Creek,T-WATER-T,9.994730499999928,True
B2393C,MText,Ephemeral Draw,T-WATER-T,9.994730499999928,True
B23981,MText,Ephemeral Draw,T-WATER-T,9.994730499999928,True
B23983,BlockReference,xing2,P-CROSSINGS,0.99947305,True
B23B1E,BlockReference,xing2,P-CROSSINGS,0.99947305,True
B23B25,BlockReference,xing2,P-CROSSINGS,0.99947305,True
B23B2C,BlockReference,xing2,P-CROSSINGS,0.99947305,True
B23B33,BlockReference,xing2,P-CROSSINGS,0.99947305,True
B23B3A,BlockReference,xing2,P-CROSSINGS,0.99947305,True
B23B41,BlockReference,xing2,P-CROSSINGS,0.99947305,True
B23B48,BlockReference,xing2,P-CROSSINGS,0.99947305,True
B23CF4,MText,Ephemeral Draw,T-WATER-T,9.994730499999928,True
B23D04,MText,Small Permanent Creek,T-WATER-T,9.994730499999928,True
B23D05,MText,Wooded Coniferous Swamp,WETLAND-T,9.994730499999928,True
B25536,BlockReference,xing2,P-CROSSINGS,0.99947305,True
B2557C,MText,Theoretic Government Road Allowance,L-ROAD-T,9.994730499999804,True
B27052,MText,Small Permanent Creek,T-WATER-T,9.994730499999928,True
B2B9F7,BlockReference,plspike,L-MON,4.997365249999966,True
B2B9F8,BlockReference,plspike,L-MON,4.997365249999966,True
B3263E,BlockReference,TEMP,L-MON,4.997365249999968,True
B32B4B,BlockReference,TEMP,L-MON,4.997365249999968,True
B32B4C,BlockReference,FDI,L-MON,4.997365249999968,True
B32B4D,BlockReference,FDI,L-MON,4.997365249999968,True
B32B52,MText,Fd.I. Mp.,L-MON,9.994730499999935,True
B32B53,MText,Fd.I. Mp.,L-MON,9.994730499999935,True
B32B55,DBText,269°57'35'',L-BD,9.994730499999935,True
B32B57,DBText,272°42'50'',L-BD,9.994730499999935,True
B32D24,MText,Monument  PLA 06323 (Cancelled),L-BD,9.994730499999935,True
B32D25,MText,Fd. no Mk. Re-est. Position by PLA 063237,L-MON,9.994730499999935,True
B32D3F,MText,262°26'55'' 123.46 (Tie),L-BD,9.994730499999935,True
B32D58,DBText,1237.05 (Tie),L-BD,9.994730499999935,True
B32D59,DBText,103°08'45'',L-BD,9.994730499999935,True
B32D83,MText,1237.05 (Tie) 103°08'45'',L-BD,9.994730499999935,True
B3472D,MText,Scale	1: 500 (Horiz.) 	1: 200 (Vert.),DETAIL-T,9.994730499999935,True
B3472E,MText,CROSS SECTION OF INTERMITTENT CREEK 'X2',L-DETAIL-T,17.49077837499987,True
B34731,DBText,0+050,0,9.994730499999935,True
B34732,DBText,0+040,0,9.994730499999935,True
B34733,DBText,0+030,0,9.994730499999935,True
B34734,DBText,0+020,0,9.994730499999935,True
B34735,DBText,0+010,0,9.994730499999935,True
B34736,DBText,0+000,0,9.994730499999935,True
B34737,DBText,0+010,0,9.994730499999935,True
B34738,DBText,0+020,0,9.994730499999935,True
B34739,DBText,0+030,0,9.994730499999935,True
B3473A,DBText,0+040,0,9.994730499999935,True
B3473B,DBText,0+050,0,9.994730499999935,True
B34751,MText,SOUTHWEST,0,9.994730499999935,True
B34753,MText,NORTHEAST,0,9.994730499999935,True
B34990,MText,Scale	1: 500 (Horiz.) 	1: 200 (Vert.),DETAIL-T,9.994730499999935,True
B34991,MText,CROSS SECTION OF SMALL PERMANENT CREEK 'X7',L-DETAIL-T,17.49077837499987,True
B34994,DBText,0+050,0,9.994730499999935,True
B34995,DBText,0+040,0,9.994730499999935,True
B34996,DBText,0+030,0,9.994730499999935,True
B34997,DBText,0+020,0,9.994730499999935,True
B34998,DBText,0+010,0,9.994730499999935,True
B34999,DBText,0+000,0,9.994730499999935,True
B3499A,DBText,0+010,0,9.994730499999935,True
B3499B,DBText,0+020,0,9.994730499999935,True
B3499C,DBText,0+030,0,9.994730499999935,True
B3499D,DBText,0+040,0,9.994730499999935,True
B3499E,DBText,0+050,0,9.994730499999935,True
B349B2,MText,NORTHWEST,0,9.994730499999935,True
B349B4,MText,SOUTHEAST,0,9.994730499999935,True
B34A42,MText,Scale	1: 500 (Horiz.) 	1: 200 (Vert.),DETAIL-T,9.994730499999935,True
B34A43,MText,CROSS SECTION OF SMALL PERMANENT CREEK 'X10',L-DETAIL-T,17.49077837499987,True
B34A46,DBText,0+050,0,9.994730499999935,True
B34A47,DBText,0+040,0,9.994730499999935,True
B34A48,DBText,0+030,0,9.994730499999935,True
B34A49,DBText,0+020,0,9.994730499999935,True
B34A4A,DBText,0+010,0,9.994730499999935,True
B34A4B,DBText,0+000,0,9.994730499999935,True
B34A4C,DBText,0+010,0,9.994730499999935,True
B34A4D,DBText,0+020,0,9.994730499999935,True
B34A4E,DBText,0+030,0,9.994730499999935,True
B34A4F,DBText,0+040,0,9.994730499999935,True
B34A50,DBText,0+050,0,9.994730499999935,True
B34A64,MText,WEST,0,9.994730499999935,True
B34A66,MText,EAST,0,9.994730499999935,True
B34D77,MText,℄ Creek,L-BD,9.994730499999935,True
B35073,MText,Top of Bank,0,8.995257449999968,True
B35075,MText,Top of Bank,0,8.995257449999968,True
B35077,MText,℄ Creek,L-BD,9.994730499999935,True
B35151,MText,Top of Bank,0,8.995257449999968,True
B35153,MText,Top of Bank,0,8.995257449999968,True
B35155,MText,℄ Creek,L-BD,9.994730499999935,True
B352EC,MText,NOTE: ASSUMED ELEVATION OF 100.0 @ C/L OF PROPOSED ACCESS ROAD AND CREEK CROSSING INTERSECTION,L-BD,9.994730499999935,True
B352ED,MText,NOTE: ASSUMED ELEVATION OF 100.0 @ C/L OF PROPOSED ACCESS ROAD AND CREEK CROSSING INTERSECTION,L-BD,9.994730499999935,True
B352EE,MText,NOTE: ASSUMED ELEVATION OF 100.0 @ C/L OF PROPOSED ACCESS ROAD AND CREEK CROSSING INTERSECTION,L-BD,9.994730499999935,True
B37B3B,MText,Scale	1: 500 (Horiz.) 	1: 200 (Vert.),DETAIL-T,9.994730499999935,True
B37B3C,MText,PROFILE OF INTERMITTENT CREEK 'X2',L-DETAIL-T,17.49077837499987,True
B37B3D,DBText,0+070,0,9.994730499999935,True
B37B3E,DBText,0+060,0,9.994730499999935,True
B37B3F,DBText,0+030,0,9.994730499999935,True
B37B40,DBText,0+020,0,9.994730499999935,True
B37B41,DBText,0+010,0,9.994730499999935,True
B37B42,DBText,0+000,0,9.994730499999935,True
B37B43,DBText,0+010,0,9.994730499999935,True
B37B44,DBText,0+020,0,9.994730499999935,True
B37B45,DBText,0+030,0,9.994730499999935,True
B37B46,DBText,0+040,0,9.994730499999935,True
B37B47,DBText,0+050,0,9.994730499999935,True
B37B4F,MText,NORTHWEST,0,9.994730499999935,True
B37B51,MText,SOUTHEAST,0,9.994730499999935,True
B37B72,MText,Scale	1: 500 (Horiz.) 	1: 200 (Vert.),DETAIL-T,9.994730499999935,True
B37B73,MText,PROFILE OF SMALL PERMANENT CREEK 'X7',L-DETAIL-T,17.49077837499987,True
B37B74,DBText,0+050,0,9.994730499999935,True
B37B75,DBText,0+040,0,9.994730499999935,True
B37B76,DBText,0+030,0,9.994730499999935,True
B37B77,DBText,0+020,0,9.994730499999935,True
B37B78,DBText,0+010,0,9.994730499999935,True
B37B79,DBText,0+000,0,9.994730499999935,True
B37B7A,DBText,0+010,0,9.994730499999935,True
B37B7B,DBText,0+020,0,9.994730499999935,True
B37B7C,DBText,0+030,0,9.994730499999935,True
B37B7D,DBText,0+040,0,9.994730499999935,True
B37B7E,DBText,0+050,0,9.994730499999935,True
B37B87,MText,SOUTHWEST,0,9.994730499999935,True
B37B89,MText,NORTH,0,9.994730499999935,True
B37BAC,MText,Scale	1: 500 (Horiz.) 	1: 200 (Vert.),DETAIL-T,9.994730499999935,True
B37BAD,MText,PROFILE OF SMALL PERMANENT CREEK 'X10',L-DETAIL-T,17.49077837499987,True
B37BAE,DBText,0+050,0,9.994730499999935,True
B37BAF,DBText,0+040,0,9.994730499999935,True
B37BB0,DBText,0+030,0,9.994730499999935,True
B37BB1,DBText,0+020,0,9.994730499999935,True
B37BB2,DBText,0+010,0,9.994730499999935,True
B37BB3,DBText,0+000,0,9.994730499999935,True
B37BB4,DBText,0+010,0,9.994730499999935,True
B37BB5,DBText,0+020,0,9.994730499999935,True
B37BB6,DBText,0+030,0,9.994730499999935,True
B37BB7,DBText,0+040,0,9.994730499999935,True
B37BB8,DBText,0+050,0,9.994730499999935,True
B37BC2,MText,SOUTHWEST,0,9.994730499999935,True
B37BC4,MText,NORTH,0,9.994730499999935,True
B37BE3,MText,NOTE: ASSUMED ELEVATION OF 100.0 @ C/L OF PROPOSED ACCESS ROAD AND CREEK CROSSING INTERSECTION,L-BD,9.994730499999935,True
B37BE4,MText,NOTE: ASSUMED ELEVATION OF 100.0 @ C/L OF PROPOSED ACCESS ROAD AND CREEK CROSSING INTERSECTION,L-BD,9.994730499999935,True
